instance;scenario;node;xcoor;ycoor;service;early;late
C104S10;2;64;48.00;30.00;5.00;72.00;132.00
C104S10;2;66;47.00;35.00;5.00;85.00;145.00
C104S10;2;71;95.00;35.00;5.00;154.00;214.00
C104S10;2;75;45.00;65.00;5.00;40.00;100.00
C104S10;2;80;85.00;25.00;5.00;58.00;118.00
C104S10;2;82;75.00;55.00;5.00;130.00;190.00
C104S10;2;87;65.00;55.00;5.00;104.00;164.00
C104S10;2;92;67.00;85.00;5.00;137.00;197.00
C104S10;2;94;65.00;82.00;5.00;138.00;198.00
C104S10;3;13;22.00;75.00;5.00;26.00;86.00
C104S10;3;18;15.00;75.00;5.00;68.00;128.00
C104S10;3;19;15.00;80.00;5.00;46.00;106.00
C104S10;3;20;30.00;50.00;5.00;37.00;97.00
C104S10;3;23;28.00;55.00;5.00;144.00;204.00
C104S10;3;25;25.00;52.00;5.00;77.00;137.00
C104S10;3;27;23.00;52.00;5.00;88.00;148.00
C104S10;3;31;10.00;35.00;5.00;134.00;194.00
C104S10;3;46;30.00;32.00;5.00;109.00;169.00
C104S10;3;50;26.00;32.00;5.00;140.00;200.00
C104S10;3;61;50.00;30.00;5.00;77.00;137.00
C104S10;3;65;48.00;40.00;5.00;120.00;180.00
C104S10;3;71;95.00;35.00;5.00;136.00;196.00
C104S10;3;76;90.00;35.00;5.00;20.00;80.00
C104S10;3;83;72.00;55.00;5.00;14.00;74.00
C104S10;3;84;70.00;58.00;5.00;37.00;97.00
C104S10;3;85;68.00;60.00;5.00;119.00;179.00
C104S10;3;96;60.00;80.00;5.00;128.00;188.00
C104S10;4;23;28.00;55.00;5.00;104.00;164.00
C104S10;4;25;25.00;52.00;5.00;112.00;172.00
C104S10;4;28;23.00;55.00;5.00;85.00;145.00
C104S10;4;31;10.00;35.00;5.00;167.00;227.00
C104S10;4;57;40.00;15.00;5.00;123.00;183.00
C104S10;4;72;53.00;30.00;5.00;25.00;85.00
C104S10;4;79;87.00;30.00;5.00;165.00;225.00
C104S10;4;81;85.00;35.00;5.00;66.00;126.00
C104S10;4;84;70.00;58.00;5.00;75.00;135.00
C104S10;4;90;60.00;55.00;5.00;59.00;119.00
C104S10;4;92;67.00;85.00;5.00;148.00;208.00
C104S10;4;94;65.00;82.00;5.00;91.00;151.00
C104S10;4;95;62.00;80.00;5.00;25.00;85.00
C104S10;4;97;60.00;85.00;5.00;72.00;132.00
C104S10;5;4;42.00;68.00;5.00;99.00;159.00
C104S10;5;16;20.00;85.00;5.00;53.00;113.00
C104S10;5;17;18.00;75.00;5.00;43.00;103.00
C104S10;5;26;25.00;55.00;5.00;165.00;225.00
C104S10;5;45;30.00;30.00;5.00;41.00;101.00
C104S10;5;75;45.00;65.00;5.00;42.00;102.00
C104S10;5;80;85.00;25.00;5.00;89.00;149.00
C104S10;5;83;72.00;55.00;5.00;162.00;222.00
C104S10;5;87;65.00;55.00;5.00;116.00;176.00
C104S10;5;91;60.00;60.00;5.00;107.00;167.00
C104S10;5;97;60.00;85.00;5.00;54.00;114.00
C104S10;6;4;42.00;68.00;5.00;127.00;187.00
C104S10;6;19;15.00;80.00;5.00;82.00;142.00
C104S10;6;28;23.00;55.00;5.00;87.00;147.00
C104S10;6;51;25.00;30.00;5.00;29.00;89.00
C104S10;6;60;35.00;5.00;5.00;84.00;144.00
C104S10;6;62;50.00;35.00;5.00;62.00;122.00
C104S10;6;66;47.00;35.00;5.00;15.00;75.00
C104S10;6;67;47.00;40.00;5.00;136.00;196.00
C104S10;6;78;88.00;35.00;5.00;69.00;129.00
C104S10;6;83;72.00;55.00;5.00;58.00;118.00
C104S10;6;84;70.00;58.00;5.00;108.00;168.00
C104S10;6;89;63.00;58.00;5.00;17.00;77.00
C104S10;6;91;60.00;60.00;5.00;22.00;82.00
C104S10;6;97;60.00;85.00;5.00;179.00;239.00
C104S10;7;14;22.00;85.00;5.00;152.00;212.00
C104S10;7;19;15.00;80.00;5.00;40.00;100.00
C104S10;7;21;30.00;52.00;5.00;86.00;146.00
C104S10;7;36;5.00;45.00;5.00;116.00;176.00
C104S10;7;46;30.00;32.00;5.00;117.00;177.00
C104S10;7;62;50.00;35.00;5.00;157.00;217.00
C104S10;7;64;48.00;30.00;5.00;30.00;90.00
C104S10;7;73;92.00;30.00;5.00;150.00;210.00
C104S10;7;77;88.00;30.00;5.00;67.00;127.00
C104S10;7;83;72.00;55.00;5.00;93.00;153.00
C104S10;7;87;65.00;55.00;5.00;25.00;85.00
C104S10;7;89;63.00;58.00;5.00;131.00;191.00
C104S10;7;90;60.00;55.00;5.00;30.00;90.00
C104S10;8;6;40.00;69.00;5.00;168.00;228.00
C104S10;8;25;25.00;52.00;5.00;53.00;113.00
C104S10;8;36;5.00;45.00;5.00;91.00;151.00
C104S10;8;61;50.00;30.00;5.00;115.00;175.00
C104S10;8;62;50.00;35.00;5.00;80.00;140.00
C104S10;8;65;48.00;40.00;5.00;90.00;150.00
C104S10;8;68;45.00;30.00;5.00;139.00;199.00
C104S10;8;78;88.00;35.00;5.00;69.00;129.00
C104S10;8;87;65.00;55.00;5.00;165.00;225.00
C104S10;8;88;65.00;60.00;5.00;36.00;96.00
C104S10;8;89;63.00;58.00;5.00;41.00;101.00
C104S10;8;96;60.00;80.00;5.00;85.00;145.00
C104S10;8;97;60.00;85.00;5.00;57.00;117.00
C104S10;9;20;30.00;50.00;5.00;59.00;119.00
C104S10;9;29;20.00;50.00;5.00;98.00;158.00
C104S10;9;32;10.00;40.00;5.00;60.00;120.00
C104S10;9;46;30.00;32.00;5.00;113.00;173.00
C104S10;9;57;40.00;15.00;5.00;71.00;131.00
C104S10;9;58;38.00;5.00;5.00;97.00;157.00
C104S10;9;76;90.00;35.00;5.00;164.00;224.00
C104S10;9;77;88.00;30.00;5.00;156.00;216.00
C104S10;9;79;87.00;30.00;5.00;114.00;174.00
C104S10;9;83;72.00;55.00;5.00;135.00;195.00
C104S15;0;13;22.00;75.00;5.00;106.00;166.00
C104S15;0;24;25.00;50.00;5.00;173.00;233.00
C104S15;0;30;20.00;55.00;5.00;175.00;235.00
C104S15;0;43;33.00;35.00;5.00;133.00;193.00
C104S15;0;49;28.00;35.00;5.00;31.00;91.00
C104S15;0;59;38.00;15.00;5.00;52.00;112.00
C104S15;0;60;35.00;5.00;5.00;136.00;196.00
C104S15;0;70;95.00;30.00;5.00;47.00;107.00
C104S15;0;73;92.00;30.00;5.00;167.00;227.00
C104S15;0;100;55.00;85.00;5.00;92.00;152.00
C104S15;1;9;38.00;70.00;5.00;156.00;216.00
C104S15;1;32;10.00;40.00;5.00;130.00;190.00
C104S15;1;33;8.00;40.00;5.00;179.00;239.00
C104S15;1;40;35.00;30.00;5.00;102.00;162.00
C104S15;1;43;33.00;35.00;5.00;18.00;78.00
C104S15;1;44;32.00;30.00;5.00;81.00;141.00
C104S15;1;47;30.00;35.00;5.00;87.00;147.00
C104S15;1;61;50.00;30.00;5.00;53.00;113.00
C104S15;1;63;50.00;40.00;5.00;75.00;135.00
C104S15;1;83;72.00;55.00;5.00;70.00;130.00
C104S15;1;84;70.00;58.00;5.00;83.00;143.00
C104S15;1;97;60.00;85.00;5.00;62.00;122.00
C104S15;1;99;55.00;80.00;5.00;105.00;165.00
C104S15;2;9;38.00;70.00;5.00;132.00;192.00
C104S15;2;10;35.00;66.00;5.00;17.00;77.00
C104S15;2;11;35.00;69.00;5.00;67.00;127.00
C104S15;2;18;15.00;75.00;5.00;111.00;171.00
C104S15;2;28;23.00;55.00;5.00;161.00;221.00
C104S15;2;39;0.00;45.00;5.00;152.00;212.00
C104S15;2;46;30.00;32.00;5.00;110.00;170.00
C104S15;2;51;25.00;30.00;5.00;171.00;231.00
C104S15;2;61;50.00;30.00;5.00;18.00;78.00
C104S15;2;73;92.00;30.00;5.00;48.00;108.00
C104S15;2;74;53.00;35.00;5.00;26.00;86.00
C104S15;2;92;67.00;85.00;5.00;88.00;148.00
C104S15;3;32;10.00;40.00;5.00;17.00;77.00
C104S15;3;35;5.00;35.00;5.00;61.00;121.00
C104S15;3;39;0.00;45.00;5.00;93.00;153.00
C104S15;3;40;35.00;30.00;5.00;109.00;169.00
C104S15;3;59;38.00;15.00;5.00;128.00;188.00
C104S15;3;71;95.00;35.00;5.00;85.00;145.00
C104S15;3;73;92.00;30.00;5.00;11.00;71.00
C104S15;3;84;70.00;58.00;5.00;159.00;219.00
C104S15;3;99;55.00;80.00;5.00;138.00;198.00
C104S15;4;1;45.00;68.00;5.00;110.00;170.00
C104S15;4;10;35.00;66.00;5.00;42.00;102.00
C104S15;4;16;20.00;85.00;5.00;123.00;183.00
C104S15;4;19;15.00;80.00;5.00;86.00;146.00
C104S15;4;29;20.00;50.00;5.00;90.00;150.00
C104S15;4;33;8.00;40.00;5.00;86.00;146.00
C104S15;4;40;35.00;30.00;5.00;15.00;75.00
C104S15;4;52;25.00;35.00;5.00;160.00;220.00
C104S15;4;57;40.00;15.00;5.00;144.00;204.00
C104S15;4;74;53.00;35.00;5.00;127.00;187.00
C104S15;4;79;87.00;30.00;5.00;106.00;166.00
C104S15;5;11;35.00;69.00;5.00;14.00;74.00
C104S15;5;20;30.00;50.00;5.00;67.00;127.00
C104S15;5;27;23.00;52.00;5.00;163.00;223.00
C104S15;5;32;10.00;40.00;5.00;81.00;141.00
C104S15;5;49;28.00;35.00;5.00;132.00;192.00
C104S15;5;59;38.00;15.00;5.00;77.00;137.00
C104S15;5;82;75.00;55.00;5.00;176.00;236.00
C104S15;5;84;70.00;58.00;5.00;179.00;239.00
C104S15;5;91;60.00;60.00;5.00;27.00;87.00
C104S15;5;97;60.00;85.00;5.00;130.00;190.00
C104S15;6;14;22.00;85.00;5.00;37.00;97.00
C104S15;6;26;25.00;55.00;5.00;119.00;179.00
C104S15;6;35;5.00;35.00;5.00;102.00;162.00
C104S15;6;37;2.00;40.00;5.00;167.00;227.00
C104S15;6;39;0.00;45.00;5.00;22.00;82.00
C104S15;6;59;38.00;15.00;5.00;10.00;70.00
C104S15;6;63;50.00;40.00;5.00;89.00;149.00
C104S15;6;66;47.00;35.00;5.00;170.00;230.00
C104S15;7;2;45.00;70.00;5.00;154.00;214.00
C104S15;7;8;38.00;68.00;5.00;140.00;200.00
C104S15;7;10;35.00;66.00;5.00;132.00;192.00
C104S15;7;17;18.00;75.00;5.00;78.00;138.00
C104S15;7;18;15.00;75.00;5.00;91.00;151.00
C104S15;7;46;30.00;32.00;5.00;138.00;198.00
C104S15;7;49;28.00;35.00;5.00;173.00;233.00
C104S15;7;60;35.00;5.00;5.00;60.00;120.00
C104S15;7;63;50.00;40.00;5.00;39.00;99.00
C104S15;7;66;47.00;35.00;5.00;165.00;225.00
C104S15;7;77;88.00;30.00;5.00;98.00;158.00
C104S15;8;6;40.00;69.00;5.00;173.00;233.00
C104S15;8;9;38.00;70.00;5.00;88.00;148.00
C104S15;8;10;35.00;66.00;5.00;62.00;122.00
C104S15;8;27;23.00;52.00;5.00;177.00;237.00
C104S15;8;43;33.00;35.00;5.00;150.00;210.00
C104S15;8;54;42.00;10.00;5.00;154.00;214.00
C104S15;8;58;38.00;5.00;5.00;53.00;113.00
C104S15;8;81;85.00;35.00;5.00;63.00;123.00
C104S15;8;90;60.00;55.00;5.00;40.00;100.00
C104S15;8;95;62.00;80.00;5.00;38.00;98.00
C104S15;8;96;60.00;80.00;5.00;64.00;124.00
C104S15;8;97;60.00;85.00;5.00;74.00;134.00
C104S15;9;6;40.00;69.00;5.00;22.00;82.00
C104S15;9;23;28.00;55.00;5.00;15.00;75.00
C104S15;9;41;35.00;32.00;5.00;85.00;145.00
C104S15;9;47;30.00;35.00;5.00;15.00;75.00
C104S15;9;49;28.00;35.00;5.00;44.00;104.00
C104S15;9;63;50.00;40.00;5.00;108.00;168.00
C104S15;9;73;92.00;30.00;5.00;71.00;131.00
C104S15;9;74;53.00;35.00;5.00;136.00;196.00
C104S15;9;91;60.00;60.00;5.00;65.00;125.00
C104S15;9;100;55.00;85.00;5.00;54.00;114.00
C104S20;0;24;25.00;50.00;5.00;21.00;81.00
C104S20;0;27;23.00;52.00;5.00;34.00;94.00
C104S20;0;87;65.00;55.00;5.00;39.00;99.00
C104S20;0;97;60.00;85.00;5.00;40.00;100.00
C104S20;1;5;42.00;65.00;5.00;25.00;85.00
C104S20;1;47;30.00;35.00;5.00;112.00;172.00
C104S20;1;59;38.00;15.00;5.00;125.00;185.00
C104S20;1;70;95.00;30.00;5.00;118.00;178.00
C104S20;1;71;95.00;35.00;5.00;12.00;72.00
C104S20;1;75;45.00;65.00;5.00;139.00;199.00
C104S20;1;77;88.00;30.00;5.00;126.00;186.00
C104S20;1;98;58.00;75.00;5.00;85.00;145.00
C104S20;2;14;22.00;85.00;5.00;169.00;229.00
C104S20;2;48;28.00;30.00;5.00;12.00;72.00
C104S20;2;53;44.00;5.00;5.00;156.00;216.00
C104S20;2;67;47.00;40.00;5.00;82.00;142.00
C104S20;2;69;45.00;35.00;5.00;164.00;224.00
C104S20;2;89;63.00;58.00;5.00;113.00;173.00
C104S20;3;31;10.00;35.00;5.00;14.00;74.00
C104S20;3;48;28.00;30.00;5.00;173.00;233.00
C104S20;3;63;50.00;40.00;5.00;18.00;78.00
C104S20;3;69;45.00;35.00;5.00;152.00;212.00
C104S20;3;75;45.00;65.00;5.00;49.00;109.00
C104S20;3;80;85.00;25.00;5.00;66.00;126.00
C104S20;3;83;72.00;55.00;5.00;146.00;206.00
C104S20;3;98;58.00;75.00;5.00;160.00;220.00
C104S20;4;32;10.00;40.00;5.00;144.00;204.00
C104S20;4;39;0.00;45.00;5.00;132.00;192.00
C104S20;4;50;26.00;32.00;5.00;36.00;96.00
C104S20;4;65;48.00;40.00;5.00;145.00;205.00
C104S20;5;5;42.00;65.00;5.00;100.00;160.00
C104S20;5;12;25.00;85.00;5.00;30.00;90.00
C104S20;5;54;42.00;10.00;5.00;27.00;87.00
C104S20;5;65;48.00;40.00;5.00;146.00;206.00
C104S20;5;69;45.00;35.00;5.00;94.00;154.00
C104S20;5;70;95.00;30.00;5.00;167.00;227.00
C104S20;5;82;75.00;55.00;5.00;90.00;150.00
C104S20;5;95;62.00;80.00;5.00;119.00;179.00
C104S20;5;100;55.00;85.00;5.00;145.00;205.00
C104S20;6;15;20.00;80.00;5.00;33.00;93.00
C104S20;6;23;28.00;55.00;5.00;28.00;88.00
C104S20;6;39;0.00;45.00;5.00;63.00;123.00
C104S20;6;43;33.00;35.00;5.00;32.00;92.00
C104S20;6;63;50.00;40.00;5.00;46.00;106.00
C104S20;6;86;66.00;55.00;5.00;128.00;188.00
C104S20;6;89;63.00;58.00;5.00;176.00;236.00
C104S20;6;100;55.00;85.00;5.00;92.00;152.00
C104S20;7;8;38.00;68.00;5.00;26.00;86.00
C104S20;7;19;15.00;80.00;5.00;56.00;116.00
C104S20;7;46;30.00;32.00;5.00;172.00;232.00
C104S20;7;59;38.00;15.00;5.00;162.00;222.00
C104S20;7;62;50.00;35.00;5.00;112.00;172.00
C104S20;7;98;58.00;75.00;5.00;13.00;73.00
C104S20;8;33;8.00;40.00;5.00;53.00;113.00
C104S20;8;38;0.00;40.00;5.00;53.00;113.00
C104S20;8;39;0.00;45.00;5.00;50.00;110.00
C104S20;8;57;40.00;15.00;5.00;90.00;150.00
C104S20;8;72;53.00;30.00;5.00;78.00;138.00
C104S20;9;12;25.00;85.00;5.00;101.00;161.00
C104S20;9;23;28.00;55.00;5.00;27.00;87.00
C104S20;9;27;23.00;52.00;5.00;29.00;89.00
C104S20;9;50;26.00;32.00;5.00;19.00;79.00
C104S20;9;64;48.00;30.00;5.00;125.00;185.00
C104S20;9;67;47.00;40.00;5.00;37.00;97.00
C104S20;9;70;95.00;30.00;5.00;104.00;164.00
C104S20;9;73;92.00;30.00;5.00;114.00;174.00
C104S20;9;82;75.00;55.00;5.00;36.00;96.00
C104S20;9;100;55.00;85.00;5.00;157.00;217.00
C105S10;0;12;25.00;85.00;5.00;106.00;166.00
C105S10;0;16;20.00;85.00;5.00;71.00;131.00
C105S10;0;22;28.00;52.00;5.00;173.00;233.00
C105S10;0;27;23.00;52.00;5.00;175.00;235.00
C105S10;0;39;0.00;45.00;5.00;133.00;193.00
C105S10;0;45;30.00;30.00;5.00;31.00;91.00
C105S10;0;54;42.00;10.00;5.00;52.00;112.00
C105S10;0;56;40.00;5.00;5.00;136.00;196.00
C105S10;0;67;47.00;40.00;5.00;167.00;227.00
C105S10;0;71;95.00;35.00;5.00;132.00;192.00
C105S10;0;81;85.00;35.00;5.00;118.00;178.00
C105S10;0;95;62.00;80.00;5.00;92.00;152.00
C105S10;0;96;60.00;80.00;5.00;47.00;107.00
C105S10;0;100;55.00;85.00;5.00;60.00;120.00
C105S10;1;5;42.00;65.00;5.00;111.00;171.00
C105S10;1;7;40.00;66.00;5.00;87.00;147.00
C105S10;1;8;38.00;68.00;5.00;153.00;213.00
C105S10;1;10;35.00;66.00;5.00;25.00;85.00
C105S10;1;29;20.00;50.00;5.00;49.00;109.00
C105S10;1;35;5.00;35.00;5.00;84.00;144.00
C105S10;1;39;0.00;45.00;5.00;179.00;239.00
C105S10;1;58;38.00;5.00;5.00;70.00;130.00
C105S10;1;60;35.00;5.00;5.00;62.00;122.00
C105S10;1;62;50.00;35.00;5.00;18.00;78.00
C105S10;1;66;47.00;35.00;5.00;139.00;199.00
C105S10;1;73;92.00;30.00;5.00;105.00;165.00
C105S10;1;88;65.00;60.00;5.00;128.00;188.00
C105S10;1;90;60.00;55.00;5.00;75.00;135.00
C105S10;1;94;65.00;82.00;5.00;53.00;113.00
C105S10;1;95;62.00;80.00;5.00;156.00;216.00
C105S10;2;5;42.00;65.00;5.00;110.00;170.00
C105S10;2;8;38.00;68.00;5.00;26.00;86.00
C105S10;2;10;35.00;66.00;5.00;72.00;132.00
C105S10;2;11;35.00;69.00;5.00;100.00;160.00
C105S10;2;18;15.00;75.00;5.00;48.00;108.00
C105S10;2;25;25.00;52.00;5.00;35.00;95.00
C105S10;2;26;25.00;55.00;5.00;136.00;196.00
C105S10;2;30;20.00;55.00;5.00;23.00;83.00
C105S10;2;34;8.00;45.00;5.00;130.00;190.00
C105S10;2;35;5.00;35.00;5.00;44.00;104.00
C105S10;2;46;30.00;32.00;5.00;18.00;78.00
C105S10;2;58;38.00;5.00;5.00;88.00;148.00
C105S10;2;87;65.00;55.00;5.00;32.00;92.00
C105S10;2;92;67.00;85.00;5.00;81.00;141.00
C105S10;2;98;58.00;75.00;5.00;29.00;89.00
C105S10;3;8;38.00;68.00;5.00;145.00;205.00
C105S10;3;10;35.00;66.00;5.00;98.00;158.00
C105S10;3;16;20.00;85.00;5.00;89.00;149.00
C105S10;3;18;15.00;75.00;5.00;147.00;207.00
C105S10;3;20;30.00;50.00;5.00;15.00;75.00
C105S10;3;30;20.00;55.00;5.00;30.00;90.00
C105S10;3;47;30.00;35.00;5.00;84.00;144.00
C105S10;3;50;26.00;32.00;5.00;81.00;141.00
C105S10;3;54;42.00;10.00;5.00;131.00;191.00
C105S10;3;57;40.00;15.00;5.00;76.00;136.00
C105S10;3;59;38.00;15.00;5.00;97.00;157.00
C105S10;3;63;50.00;40.00;5.00;40.00;100.00
C105S10;3;70;95.00;30.00;5.00;176.00;236.00
C105S10;3;71;95.00;35.00;5.00;53.00;113.00
C105S10;3;73;92.00;30.00;5.00;59.00;119.00
C105S10;3;76;90.00;35.00;5.00;48.00;108.00
C105S10;3;81;85.00;35.00;5.00;170.00;230.00
C105S10;4;14;22.00;85.00;5.00;95.00;155.00
C105S10;4;15;20.00;80.00;5.00;134.00;194.00
C105S10;4;20;30.00;50.00;5.00;106.00;166.00
C105S10;4;26;25.00;55.00;5.00;171.00;231.00
C105S10;4;44;32.00;30.00;5.00;24.00;84.00
C105S10;4;46;30.00;32.00;5.00;76.00;136.00
C105S10;4;52;25.00;35.00;5.00;173.00;233.00
C105S10;4;62;50.00;35.00;5.00;113.00;173.00
C105S10;4;73;92.00;30.00;5.00;11.00;71.00
C105S10;4;86;66.00;55.00;5.00;137.00;197.00
C105S10;4;90;60.00;55.00;5.00;88.00;148.00
C105S10;4;93;65.00;85.00;5.00;104.00;164.00
C105S10;4;94;65.00;82.00;5.00;106.00;166.00
C105S10;4;98;58.00;75.00;5.00;76.00;136.00
C105S10;4;100;55.00;85.00;5.00;106.00;166.00
C105S10;5;6;40.00;69.00;5.00;21.00;81.00
C105S10;5;7;40.00;66.00;5.00;44.00;104.00
C105S10;5;10;35.00;66.00;5.00;169.00;229.00
C105S10;5;12;25.00;85.00;5.00;87.00;147.00
C105S10;5;14;22.00;85.00;5.00;55.00;115.00
C105S10;5;22;28.00;52.00;5.00;149.00;209.00
C105S10;5;23;28.00;55.00;5.00;32.00;92.00
C105S10;5;29;20.00;50.00;5.00;158.00;218.00
C105S10;5;35;5.00;35.00;5.00;74.00;134.00
C105S10;5;37;2.00;40.00;5.00;105.00;165.00
C105S10;5;48;28.00;30.00;5.00;145.00;205.00
C105S10;5;51;25.00;30.00;5.00;152.00;212.00
C105S10;5;57;40.00;15.00;5.00;118.00;178.00
C105S10;5;58;38.00;5.00;5.00;120.00;180.00
C105S10;5;62;50.00;35.00;5.00;20.00;80.00
C105S10;5;76;90.00;35.00;5.00;36.00;96.00
C105S10;5;97;60.00;85.00;5.00;101.00;161.00
C105S10;6;17;18.00;75.00;5.00;32.00;92.00
C105S10;6;34;8.00;45.00;5.00;113.00;173.00
C105S10;6;37;2.00;40.00;5.00;55.00;115.00
C105S10;6;39;0.00;45.00;5.00;155.00;215.00
C105S10;6;51;25.00;30.00;5.00;85.00;145.00
C105S10;6;54;42.00;10.00;5.00;167.00;227.00
C105S10;6;58;38.00;5.00;5.00;91.00;151.00
C105S10;6;59;38.00;15.00;5.00;58.00;118.00
C105S10;6;70;95.00;30.00;5.00;15.00;75.00
C105S10;6;71;95.00;35.00;5.00;179.00;239.00
C105S10;6;79;87.00;30.00;5.00;53.00;113.00
C105S10;6;82;75.00;55.00;5.00;24.00;84.00
C105S10;6;89;63.00;58.00;5.00;58.00;118.00
C105S10;7;4;42.00;68.00;5.00;98.00;158.00
C105S10;7;28;23.00;55.00;5.00;43.00;103.00
C105S10;7;33;8.00;40.00;5.00;171.00;231.00
C105S10;7;34;8.00;45.00;5.00;148.00;208.00
C105S10;7;44;32.00;30.00;5.00;21.00;81.00
C105S10;7;45;30.00;30.00;5.00;86.00;146.00
C105S10;7;47;30.00;35.00;5.00;79.00;139.00
C105S10;7;52;25.00;35.00;5.00;156.00;216.00
C105S10;7;62;50.00;35.00;5.00;133.00;193.00
C105S10;7;65;48.00;40.00;5.00;171.00;231.00
C105S10;7;67;47.00;40.00;5.00;172.00;232.00
C105S10;7;72;53.00;30.00;5.00;128.00;188.00
C105S10;7;79;87.00;30.00;5.00;28.00;88.00
C105S10;8;2;45.00;70.00;5.00;120.00;180.00
C105S10;8;3;42.00;66.00;5.00;69.00;129.00
C105S10;8;9;38.00;70.00;5.00;97.00;157.00
C105S10;8;25;25.00;52.00;5.00;43.00;103.00
C105S10;8;29;20.00;50.00;5.00;100.00;160.00
C105S10;8;38;0.00;40.00;5.00;71.00;131.00
C105S10;8;70;95.00;30.00;5.00;33.00;93.00
C105S10;8;79;87.00;30.00;5.00;137.00;197.00
C105S10;8;81;85.00;35.00;5.00;115.00;175.00
C105S10;8;84;70.00;58.00;5.00;22.00;82.00
C105S10;8;90;60.00;55.00;5.00;97.00;157.00
C105S10;8;91;60.00;60.00;5.00;109.00;169.00
C105S10;8;95;62.00;80.00;5.00;81.00;141.00
C105S10;9;2;45.00;70.00;5.00;30.00;90.00
C105S10;9;4;42.00;68.00;5.00;32.00;92.00
C105S10;9;10;35.00;66.00;5.00;130.00;190.00
C105S10;9;15;20.00;80.00;5.00;156.00;216.00
C105S10;9;24;25.00;50.00;5.00;48.00;108.00
C105S10;9;25;25.00;52.00;5.00;95.00;155.00
C105S10;9;27;23.00;52.00;5.00;73.00;133.00
C105S10;9;29;20.00;50.00;5.00;37.00;97.00
C105S10;9;35;5.00;35.00;5.00;169.00;229.00
C105S10;9;56;40.00;5.00;5.00;71.00;131.00
C105S10;9;73;92.00;30.00;5.00;59.00;119.00
C105S10;9;78;88.00;35.00;5.00;48.00;108.00
C105S10;9;89;63.00;58.00;5.00;125.00;185.00
C105S15;0;14;22.00;85.00;5.00;169.00;229.00
C105S15;0;16;20.00;85.00;5.00;28.00;88.00
C105S15;0;31;10.00;35.00;5.00;148.00;208.00
C105S15;0;34;8.00;45.00;5.00;50.00;110.00
C105S15;0;62;50.00;35.00;5.00;65.00;125.00
C105S15;0;70;95.00;30.00;5.00;10.00;70.00
C105S15;0;72;53.00;30.00;5.00;62.00;122.00
C105S15;0;89;63.00;58.00;5.00;44.00;104.00
C105S15;0;90;60.00;55.00;5.00;90.00;150.00
C105S15;1;14;22.00;85.00;5.00;64.00;124.00
C105S15;1;19;15.00;80.00;5.00;61.00;121.00
C105S15;1;21;30.00;52.00;5.00;96.00;156.00
C105S15;1;27;23.00;52.00;5.00;121.00;181.00
C105S15;1;40;35.00;30.00;5.00;96.00;156.00
C105S15;1;45;30.00;30.00;5.00;163.00;223.00
C105S15;1;47;30.00;35.00;5.00;10.00;70.00
C105S15;1;76;90.00;35.00;5.00;95.00;155.00
C105S15;1;92;67.00;85.00;5.00;91.00;151.00
C105S15;2;3;42.00;66.00;5.00;111.00;171.00
C105S15;2;6;40.00;69.00;5.00;77.00;137.00
C105S15;2;13;22.00;75.00;5.00;13.00;73.00
C105S15;2;21;30.00;52.00;5.00;76.00;136.00
C105S15;2;34;8.00;45.00;5.00;83.00;143.00
C105S15;2;50;26.00;32.00;5.00;123.00;183.00
C105S15;2;72;53.00;30.00;5.00;174.00;234.00
C105S15;2;73;92.00;30.00;5.00;119.00;179.00
C105S15;2;82;75.00;55.00;5.00;120.00;180.00
C105S15;2;83;72.00;55.00;5.00;127.00;187.00
C105S15;2;89;63.00;58.00;5.00;173.00;233.00
C105S15;3;6;40.00;69.00;5.00;16.00;76.00
C105S15;3;14;22.00;85.00;5.00;159.00;219.00
C105S15;3;21;30.00;52.00;5.00;88.00;148.00
C105S15;3;24;25.00;50.00;5.00;113.00;173.00
C105S15;3;27;23.00;52.00;5.00;121.00;181.00
C105S15;3;63;50.00;40.00;5.00;110.00;170.00
C105S15;3;67;47.00;40.00;5.00;139.00;199.00
C105S15;3;74;53.00;35.00;5.00;18.00;78.00
C105S15;3;82;75.00;55.00;5.00;44.00;104.00
C105S15;3;98;58.00;75.00;5.00;39.00;99.00
C105S15;3;100;55.00;85.00;5.00;122.00;182.00
C105S15;4;11;35.00;69.00;5.00;67.00;127.00
C105S15;4;18;15.00;75.00;5.00;86.00;146.00
C105S15;4;19;15.00;80.00;5.00;171.00;231.00
C105S15;4;34;8.00;45.00;5.00;61.00;121.00
C105S15;4;35;5.00;35.00;5.00;67.00;127.00
C105S15;4;37;2.00;40.00;5.00;163.00;223.00
C105S15;4;41;35.00;32.00;5.00;52.00;112.00
C105S15;4;49;28.00;35.00;5.00;119.00;179.00
C105S15;4;86;66.00;55.00;5.00;158.00;218.00
C105S15;4;96;60.00;80.00;5.00;11.00;71.00
C105S15;5;1;45.00;68.00;5.00;176.00;236.00
C105S15;5;13;22.00;75.00;5.00;26.00;86.00
C105S15;5;56;40.00;5.00;5.00;103.00;163.00
C105S15;5;60;35.00;5.00;5.00;103.00;163.00
C105S15;5;77;88.00;30.00;5.00;57.00;117.00
C105S15;5;96;60.00;80.00;5.00;172.00;232.00
C105S15;6;27;23.00;52.00;5.00;13.00;73.00
C105S15;6;44;32.00;30.00;5.00;46.00;106.00
C105S15;6;53;44.00;5.00;5.00;165.00;225.00
